post_id,post_text,user_id,username,image_id,timestamp,label
665291379669602304,Rt @Reuters LIVE VIDEO: #Paris under attack. https://t.co/7Y0JhqZpNT https://t.co/F20Xjd1Yrj,38047223,anog222,attacks_paris_13,Fri Nov 13 22:13:20 +0000 2015,real
665291254398365697,"RT Reuters ""LIVE VIDEO: #Paris under attack. https://t.co/v5e1V0lZvo https://t.co/5Tx9NY7DyN""",14303381,bobarcher1,attacks_paris_13,Fri Nov 13 22:12:50 +0000 2015,real
665291177621643264,#Reuters LIVE VIDEO: #Paris under attack. https://t.co/dMvRY5HwEL https://t.co/iaYnfMDeqb,2737015671,TheBrkNews,attacks_paris_13,Fri Nov 13 22:12:31 +0000 2015,real
665290685768204290,LIVE VIDEO: #Paris under attack. https://t.co/z4gMhz2o2H  https://t.co/BGZVFMNRtG,1032432954,BadboyBNP,attacks_paris_13,Fri Nov 13 22:10:34 +0000 2015,real
665289670784364544,#news LIVE VIDEO: #Paris under attack. https://t.co/kxPoWshWL8 https://t.co/sNo34dGQSe,3418588247,mohammeddki8852,attacks_paris_13,Fri Nov 13 22:06:32 +0000 2015,real
665289590413123585,LIVE VIDEO: #Paris under attack. https://t.co/QQXZV0iYBl https://t.co/JTxpAuZWB6,3227447682,CompellingNews,attacks_paris_13,Fri Nov 13 22:06:13 +0000 2015,real
665289575363907584,Reuters: LIVE VIDEO: #Paris under attack. https://t.co/pCSCOof74L https://t.co/zMw6s0neAb,3625402333,poznanski_serge,attacks_paris_13,Fri Nov 13 22:06:09 +0000 2015,real
665289559790501892,“@Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ltJHOMiplp https://t.co/Xr5DKH7JJy”,140963259,Goldentarget,attacks_paris_13,Fri Nov 13 22:06:06 +0000 2015,real
665289534087831553,Reuters: LIVE VIDEO: #Paris under attack. https://t.co/xuO64OK4cJ https://t.co/pNR1Wi7TzJ,3890695347,jascapital2,attacks_paris_13,Fri Nov 13 22:06:00 +0000 2015,real
665289239781908480,gotadetinta: RT Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ZyDIob3tXE https://t.co/OIgRM7WYhT,3130956173,RelaxInParis,attacks_paris_13,Fri Nov 13 22:04:49 +0000 2015,real
665289191669039104,#France RT @Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ko22f6N1EZ https://t.co/RjoqsxDeOF,278162808,NesreenZ,attacks_paris_13,Fri Nov 13 22:04:38 +0000 2015,real
665289139961634820,LIVE VIDEO: #Paris under attack. https://t.co/0K8JHFfhJ7 https://t.co/YKO1wdmkqs,401151255,mohamed4_love,attacks_paris_13,Fri Nov 13 22:04:26 +0000 2015,real
665288750667296768,LIVE VIDEO: #Paris under attack. https://t.co/1EDXZbCVnt https://t.co/4JPhlCMqT3 #breaking #news,247083038,DrMuhannadAzzeh,attacks_paris_13,Fri Nov 13 22:02:53 +0000 2015,real
665288382235414529,LIVE VIDEO: #Paris under attack. https://t.co/xsdu8nohIu https://t.co/nI396xpAUZ,1652541,Reuters,attacks_paris_13,Fri Nov 13 22:01:25 +0000 2015,real
665292486449963009,RT Reuters: LIVE VIDEO: #Paris under attack. https://t.co/AcSG5q1cwo https://t.co/ScED0BGdrH by .isaranjuez,206778116,Im_CTO_bitch,attacks_paris_13,Fri Nov 13 22:17:43 +0000 2015,real
665299915065573376,LIVE VIDEO: #Paris under attack. https://t.co/N1iU0gUKOK https://t.co/wIGNG2QNLd (via @Reuters),3002673733,auslao,attacks_paris_13,Fri Nov 13 22:47:15 +0000 2015,real
665291055118606339,RT @RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/zgDNuxWusS https://t.co/DSltuWOGrU,2742330226,queenslay98,attacks_paris_14,Fri Nov 13 22:12:02 +0000 2015,real
665289201945026560,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/4T4xV9FseE https://t.co/Q1VCYI4QKi,588146903,sophiefrompari1,attacks_paris_14,Fri Nov 13 22:04:40 +0000 2015,real
665287014007201792,RT: rt_com :MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/F2mp0Qg0jc https://t.co/zCYOuYVsZR #wkwk,2268476708,bidadarifx,attacks_paris_14,Fri Nov 13 21:55:59 +0000 2015,real
665286132171718656,RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/8WPmZ1a7WL https://t.co/RI6dZjUUVb #News,3050029817,ChaviztaEu,attacks_paris_14,Fri Nov 13 21:52:28 +0000 2015,real
665286021769265152,RT @France__Actu: Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/tZSi3nr7DY,1173017545,thomas_lucien,attacks_paris_14,Fri Nov 13 21:52:02 +0000 2015,real
665285983244562432,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/sAqEoSrxNE https://t.co/wpyIPr8oJ5,123174284,PB_Prathamesh_B,attacks_paris_14,Fri Nov 13 21:51:53 +0000 2015,real
665285815170412545,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/flrRrUBd3R https://t.co/stZPxyW1PV,3227447682,CompellingNews,attacks_paris_14,Fri Nov 13 21:51:13 +0000 2015,real
665285630658768896,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/edzwnJvmiB https://t.co/uG2tPPynaa,3309204415,AsItBreaks_,attacks_paris_14,Fri Nov 13 21:50:29 +0000 2015,real
665285257642565632,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/tZSi3nr7DY,1225738974,France__Actu,attacks_paris_14,Fri Nov 13 21:49:00 +0000 2015,real
665284542454853632,RT: @rt_com :MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/eNHMO0zeBC https://t.co/USGQSEPzDT,6529402,notiven,attacks_paris_14,Fri Nov 13 21:46:09 +0000 2015,real
665284214321975296,"""@RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/y7P3ZsZ05F https://t.co/JTGQiqn2Wj"" #ISIS?,",2296133130,StuartHepburn_,attacks_paris_14,Fri Nov 13 21:44:51 +0000 2015,real
665284054829412352,RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Uu6lyvQ4Gc https://t.co/JYVthfbhjp,23077431,ComputerArea,attacks_paris_14,Fri Nov 13 21:44:13 +0000 2015,real
665284020666781696,itele: Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/xCLkzs7Q9M,3896646093,jascapital_news,attacks_paris_14,Fri Nov 13 21:44:05 +0000 2015,real
665283943965532160,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Ath11R6kHv https://t.co/IygTqu8mk8\n\n— RT (RT_com) No…,17101060,robert2266,attacks_paris_14,Fri Nov 13 21:43:47 +0000 2015,real
665283861165813760,RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/T72zplrRyO https://t.co/pDtIIkjO9R,3227742764,CovertAnonymous,attacks_paris_14,Fri Nov 13 21:43:27 +0000 2015,real
665282625003765760,"""@RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Wfzr7wit4f https://t.co/nkeh9Rcyc4""",397208141,ARTEMIS_DAMIGOS,attacks_paris_14,Fri Nov 13 21:38:32 +0000 2015,real
665282394560311297,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/zgDNuxWusS https://t.co/DSltuWOGrU,64643056,RT_com,attacks_paris_14,Fri Nov 13 21:37:37 +0000 2015,real
665282129333456896,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/8qARbKRpmQ,164800732,kimchalu,attacks_paris_14,Fri Nov 13 21:36:34 +0000 2015,real
665281959162195968,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/ZlhgcDOG85,1631273647,Yooplla,attacks_paris_14,Fri Nov 13 21:35:54 +0000 2015,real
665281686872158208,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/lAoLN5ZJS6,18396319,itele,attacks_paris_14,Fri Nov 13 21:34:49 +0000 2015,real
665292174490075136,"RT @ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, @BrianRoss reports https://t.co/RXccDf5dJR https://t.co/H…",1140124165,that_emilygirll,attacks_paris_15,Fri Nov 13 22:16:29 +0000 2015,real
665292057431433216,"LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports https://t.co/YgHs0TWRaF https://t.co/LhtZw6Qw7j",3017763832,fansofwalker,attacks_paris_15,Fri Nov 13 22:16:01 +0000 2015,real
665291304683835392,"abc4utah: RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/fqeo6Oz5lt",3064379464,SuperintenWS,attacks_paris_15,Fri Nov 13 22:13:02 +0000 2015,real
665291205723467776,"#ABC LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/1RTZ4gnzJC",2737015671,TheBrkNews,attacks_paris_15,Fri Nov 13 22:12:38 +0000 2015,real
665290226223480832,RT @ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held https://t.co/aSq8pKt0rz https://t.co/abg0LXZnSD,2179951,wlabovitz,attacks_paris_15,Fri Nov 13 22:08:45 +0000 2015,real
665289648684580865,"#news LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/0NwQohVMso",3313617150,mohammeddki8851,attacks_paris_15,Fri Nov 13 22:06:27 +0000 2015,real
665289412645777408,"LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, @BrianRoss reports https://t.co/RXccDf5dJR https://t.co/HDRa5hUz50",28785486,ABC,attacks_paris_15,Fri Nov 13 22:05:31 +0000 2015,real
665293073769975808,"wsoctv: RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/UtAwDV8gvE",2774617374,ExploreTheMill,attacks_paris_15,Fri Nov 13 22:20:03 +0000 2015,real
665292680398807041,"RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/9hse8t7ilU",3317298335,JuneauPatrice,attacks_paris_15,Fri Nov 13 22:18:30 +0000 2015,real
665292187819634689,"RT @whatahowler: This isn’t really a pitch invasion. Rather, the pitch in Paris is being used as a refuge. (h/t @GFN_France )\n\nhttps://t.co…",343073422,AzureGilman,attacks_paris_16,Fri Nov 13 22:16:32 +0000 2015,real
665292180811042816,RT @6SecondFutbol: Fans on the pitch after the game &amp; Helicopters above the stadium. Our thoughts and prayers are with people in Paris. htt…,527802502,Connor_LBoy,attacks_paris_16,Fri Nov 13 22:16:31 +0000 2015,real
665292172628000768,"RT @aletweetsnews: Inside Stade de France right now. Game stopped, people on the field after blasts nearby. (via @v_menichini) #Paris https…",3837238251,ArriendosA,attacks_paris_16,Fri Nov 13 22:16:29 +0000 2015,real
665292171155738624,"RT @juliamacfarlane: Inside #StadedeFrance, game stopped, people on pitch and slowly being evacuated from stands -via @v_menichini #Paris h…",19146470,NicoBoulle,attacks_paris_16,Fri Nov 13 22:16:28 +0000 2015,real
665292073692758016,"RT @RobPulseNews: Inside Stade de France right now. Game stopped, people on the field after blasts nearby.\n\nv @v_menichini #Paris\nhttps://t…",155658525,DuncanDeWitte,attacks_paris_16,Fri Nov 13 22:16:05 +0000 2015,real
665292042252193792,RT @samcmlaird: Video by @v_menichini shows fans on pitch at Stade de France in Paris in aftermath of attacks. So damn awful. https://t.co/…,1148800400,Mr____Wright,attacks_paris_16,Fri Nov 13 22:15:58 +0000 2015,real
665292000044949506,"RT @josselin_riou: ""Gardez votre calme !"" Les spectateurs appelés à se réunir sur la pelouse du #StadeDeFrance\n\n#Paris https://t.co/OoUncbO…",535670578,TNTduffman,attacks_paris_16,Fri Nov 13 22:15:47 +0000 2015,real
665291526440898560,Fans on the pitch after the game &amp; Helicopters above the stadium. Our thoughts and prayers are with people in Paris. https://t.co/AoqdX9F6rI,479365956,6SecondFutbol,attacks_paris_16,Fri Nov 13 22:13:55 +0000 2015,real
665291268734500864,"RT @LiamPLEdwards: 100s of people have run onto the pitch at the Stade de France, frightened to leave. https://t.co/YRKJqVfmOo #Paris",266779066,robgoodman1977,attacks_paris_16,Fri Nov 13 22:12:53 +0000 2015,real
665291218448986115,"Inside #StadedeFrance, game stopped, people on pitch and slowly being evacuated from stands -via @v_menichini #Paris https://t.co/ePftheeAud",20159596,juliamacfarlane,attacks_paris_16,Fri Nov 13 22:12:41 +0000 2015,real
665291206289526784,Video by @v_menichini shows fans on pitch at Stade de France in Paris in aftermath of attacks. So damn awful. https://t.co/JuJLTFdL96,199991949,samcmlaird,attacks_paris_16,Fri Nov 13 22:12:38 +0000 2015,real
665291180566032385,"#Paris RT @v_menichini: Hélicoptère, pelouse envahie, scènes surréalistes. https://t.co/aYgeJZ1YEs",39577390,GarsDesVues,attacks_paris_16,Fri Nov 13 22:12:32 +0000 2015,real
665290890769014784,"Inside Stade de France right now. Game stopped, people on the field after blasts nearby.\n\nv @v_menichini #Paris\nhttps://t.co/G0iHWTVT5r",225227311,RobPulseNews,attacks_paris_16,Fri Nov 13 22:11:23 +0000 2015,real
665290881717641216,"""Gardez votre calme !"" Les spectateurs appelés à se réunir sur la pelouse du #StadeDeFrance\n\n#Paris https://t.co/OoUncbO0Sv",457671572,josselin_riou,attacks_paris_16,Fri Nov 13 22:11:21 +0000 2015,real
665290713882578945,"100s of people have run onto the pitch at the Stade de France, frightened to leave. https://t.co/YRKJqVfmOo #Paris",175827858,LiamPLEdwards,attacks_paris_16,Fri Nov 13 22:10:41 +0000 2015,real
665290535364595713,"""@GFN_France: 1000s of people have run onto the pitch at the Stade de France, many frightened to leave. #Paris  https://t.co/88wueXDgvs""",370379009,H_Yazdi786,attacks_paris_16,Fri Nov 13 22:09:58 +0000 2015,real
665289989572399104,"Inside Stade de France right now. Game stopped, people on the field after blasts nearby. (via @v_menichini) #Paris https://t.co/Jb7Njmw6vA",464067709,aletweetsnews,attacks_paris_16,Fri Nov 13 22:07:48 +0000 2015,real
665289768733941761,"This isn’t really a pitch invasion. Rather, the pitch in Paris is being used as a refuge. (h/t @GFN_France )\n\nhttps://t.co/EY0ah9jVjq",275241710,whatahowler,attacks_paris_16,Fri Nov 13 22:06:56 +0000 2015,real
665294239132205060,RT @FarhanKVirk: Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://…,166149667,me_kevo,attacks_paris_16,Fri Nov 13 22:24:41 +0000 2015,real
665294119791673348,Welldone Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #Pray… https://t.co/WrJV0Dwv9E,3308986392,RogerFedererPTI,attacks_paris_16,Fri Nov 13 22:24:13 +0000 2015,real
665293982063132672,Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/xqLf0Dup6G,735314581,FarhanKVirk,attacks_paris_16,Fri Nov 13 22:23:40 +0000 2015,real
665293242011934721,"RT @r0eland: Video after match Stade de France stadium #Paris, unclear why people on pitch | #PARISunderATTACK [vid:@v_menichini] https://t…",50619527,nighttides,attacks_paris_16,Fri Nov 13 22:20:44 +0000 2015,real
665292495429967872,"Video after match Stade de France stadium #Paris, unclear why people on pitch | #PARISunderATTACK [vid:@v_menichini] https://t.co/HXFmsZpNva",15748629,r0eland,attacks_paris_16,Fri Nov 13 22:17:46 +0000 2015,real
665292475955703809,Fans still at the stadium in Paris\n\nhttps://t.co/oMgJhOvIvg,20619763,Jus1Nyt,attacks_paris_16,Fri Nov 13 22:17:41 +0000 2015,real
665297201585778690,"RT @MailOnline: Crowd at Stade de France ran onto pitch, too scared to leave stadium https://t.co/TdWpdku1oJ\nhttps://t.co/EoF5cuPBJ8",52141198,ScottTaylorTV,attacks_paris_16,Fri Nov 13 22:36:28 +0000 2015,real
665297014528286721,RTFarhanKVirk: Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris… https://t.co/k9swdyCDlB,3337141214,AyeshaKPTI,attacks_paris_16,Fri Nov 13 22:35:43 +0000 2015,real
665296952234381312,"Damn RT @MailOnline: Crowd at Stade de France ran onto pitch, too scared to leave stadium https://t.co/hlwzMwOLji\nhttps://t.co/NYML2O0oyZ",71673137,JPuga1966,attacks_paris_16,Fri Nov 13 22:35:28 +0000 2015,real
665296594552627200,:)) Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPa… https://t.co/6Ttah7Wmix,4141752496,arshiya_raza,attacks_paris_16,Fri Nov 13 22:34:03 +0000 2015,real
665296478362030080,RT @zaidm002: RTFarhanKVirk: Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris… https://t…,391749610,mna_naveed,attacks_paris_16,Fri Nov 13 22:33:35 +0000 2015,real
665296364335689729,"""@MailOnline: Crowd at Stade de France ran onto pitch, too scared to leave stadium https://t.co/RdhhcRlCIt\nhttps://t.co/Rgroqot0iv #Paris",108015943,K_Ogolla,attacks_paris_16,Fri Nov 13 22:33:08 +0000 2015,real
665296294651412480,"""@MailOnline: Crowd at Stade de France ran onto pitch, too scared to leave stadium https://t.co/SWK4SKJdSK\nhttps://t.co/fWFBf973fZ""",113305468,martinwaziri,attacks_paris_16,Fri Nov 13 22:32:51 +0000 2015,real
665295921182212097,"Crowd at Stade de France ran onto pitch, too scared to leave stadium https://t.co/TdWpdku1oJ\nhttps://t.co/EoF5cuPBJ8",15438913,MailOnline,attacks_paris_16,Fri Nov 13 22:31:22 +0000 2015,real
665295811601948673,RTFarhanKVirk: Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris… https://t.co/MOLfYNxrTT,2958108522,zaidm002,attacks_paris_16,Fri Nov 13 22:30:56 +0000 2015,real
665295416469032961,:)) wah Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayF… https://t.co/k6srA1Jtok,3920041593,AsliBugti,attacks_paris_16,Fri Nov 13 22:29:22 +0000 2015,real
665294768830857216,Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/r4vXGuXB0J,1609589900,TalhaNasirXD,attacks_paris_16,Fri Nov 13 22:26:48 +0000 2015,real
665294676329684993,RT @totimadrid: Quelle honte 😞 #France #Paris\nhttps://t.co/yTdrqTC4SZ,1226025062,maribelbotoah,attacks_paris_16,Fri Nov 13 22:26:26 +0000 2015,real
665294570331181056,sd Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/PkaQSexeFA,3280560378,aghawaqas11,attacks_paris_16,Fri Nov 13 22:26:00 +0000 2015,real
665294548000759808,Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/lEqwBKbzeQ,3064701997,RebuildPAK,attacks_paris_16,Fri Nov 13 22:25:55 +0000 2015,real
665294541155663872,uj Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/NBkwl0n16P,3278955668,SpartanSikandar,attacks_paris_16,Fri Nov 13 22:25:53 +0000 2015,real
665294489435656192,Quelle honte 😞 #France #Paris\nhttps://t.co/yTdrqTC4SZ,486143016,totimadrid,attacks_paris_16,Fri Nov 13 22:25:41 +0000 2015,real
665294353242411008,Awwwe! Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayFo… https://t.co/vNZmGuvWdc,3233435167,YusraBaloch,attacks_paris_16,Fri Nov 13 22:25:09 +0000 2015,real
665298473990889473,"This isn’t really a pitch invasion. Rather, the pitch in Paris is being used as a refuge. \n\nhttps://t.co/UWmKnfZNVm",508084280,BoulterAdrian,attacks_paris_16,Fri Nov 13 22:41:31 +0000 2015,real
665298376620154881,RT @zainulabideen_: /.\ Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPa… htt…,179152140,Aldito_uy,attacks_paris_16,Fri Nov 13 22:41:08 +0000 2015,real
665298307544178688,"Estadio ""Gardez votre calme !"" Les spectateurs appelés à se réunir sur la pelouse du #StadeDeFrance\n\n#Paris https://t.co/QZZYGoSEJi""",1322997696,Marlonchojoy,attacks_paris_16,Fri Nov 13 22:40:51 +0000 2015,real
665298221120360448,"RT @SophMcCullagh99: Spectators have run onto the pitch at the Stade de France, frightened to leave #ParisAttacks  https://t.co/AfhZp8HgUL",265100198,StartRunning2,attacks_paris_16,Fri Nov 13 22:40:31 +0000 2015,real
665297864483041281,"Spectators have run onto the pitch at the Stade de France, frightened to leave #ParisAttacks  https://t.co/AfhZp8HgUL",1180400234,SophMcCullagh99,attacks_paris_16,Fri Nov 13 22:39:06 +0000 2015,real
665297785651126272,zBreaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/mYp5ve9NiJ,3287982158,RaheelShareefFC,attacks_paris_16,Fri Nov 13 22:38:47 +0000 2015,real
665297758274752514,".,.,., Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayFo… https://t.co/mAeXqsFco0",3278966838,chehchahahat,attacks_paris_16,Fri Nov 13 22:38:40 +0000 2015,real
665297642327441409,b Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/eIhA9iqw6S,3288005455,rstarsamad,attacks_paris_16,Fri Nov 13 22:38:13 +0000 2015,real
665297629723631616,/.\Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/71QUPKIpRM,3279914958,zainulabideen_,attacks_paris_16,Fri Nov 13 22:38:10 +0000 2015,real
665297572848730112,c Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/6QsUziTPpU,3288010741,ranamimran66,attacks_paris_16,Fri Nov 13 22:37:56 +0000 2015,real
665297569535266816,x Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/TTdxHgz5Jk,3287979164,GenuineMeera,attacks_paris_16,Fri Nov 13 22:37:55 +0000 2015,real
665297558311407616,/ Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/X9FOdYhE2k,3279777032,MaryamRAbbas,attacks_paris_16,Fri Nov 13 22:37:53 +0000 2015,real
665297558265307136,/\ Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/wQ3OmQT2NY,3279860677,DrAyesha420,attacks_paris_16,Fri Nov 13 22:37:53 +0000 2015,real
665297546978312192,",.. Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPa… https://t.co/6MEy9RPFIZ",3278945832,KhwajaBhowBhow,attacks_paris_16,Fri Nov 13 22:37:50 +0000 2015,real
665297546173026304,".,., Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForP… https://t.co/37BB6IYh2Q",3278954718,EhtixhamGujjar,attacks_paris_16,Fri Nov 13 22:37:50 +0000 2015,real
665297539449511937,/.\ Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPa… https://t.co/71QUPKqOtc,3279914958,zainulabideen_,attacks_paris_16,Fri Nov 13 22:37:48 +0000 2015,real
665297520654872576,\\ Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/7VtrhO2qsg,3279757752,AbuSufyanPTI,attacks_paris_16,Fri Nov 13 22:37:44 +0000 2015,real
665297512853544960,".,.,. Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayFor… https://t.co/GdXlvaFoax",3279055315,oubaidimran,attacks_paris_16,Fri Nov 13 22:37:42 +0000 2015,real
665297510911631360,"100s of people have run onto the pitch at the Stade de France, frightened to leave. #ParisAttacks \nhttps://t.co/n4yKl8YIr4",482311689,safieullah,attacks_paris_16,Fri Nov 13 22:37:41 +0000 2015,real
665297454028472320,"Crowd at Stade de France ran onto pitch, too scared to leave stadium https://t.co/puYDxw6661\nhttps://t.co/aFHm1E9lWV",1533209443,Chibueze_Torres,attacks_paris_16,Fri Nov 13 22:37:28 +0000 2015,real
665297372398952450,// Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/jIcAvc1BZs,3279738906,ChanakiyaExpose,attacks_paris_16,Fri Nov 13 22:37:08 +0000 2015,real
665297331328151552,__ Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/vfvEG7bzn1,3278969834,AdnanKhanPTIUK,attacks_paris_16,Fri Nov 13 22:36:59 +0000 2015,real
665297327364575232,\ Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForParis https://t.co/YZH3irf2zR,3279787190,FarazKhanKTK,attacks_paris_16,Fri Nov 13 22:36:58 +0000 2015,real
665297326274121729,.. Breaking: Live video from Stade de France at the moment where people are frightened to leave #Paris #PrayForPar… https://t.co/jhiJ3rIQak,3278983484,AliShehzadLibra,attacks_paris_16,Fri Nov 13 22:36:57 +0000 2015,real
